date,close,symbol
2020-08-28,110.59869018528,NKE
2020-08-31,112.29,NKE
2020-09-01,111.89,NKE
2020-09-02,114.84,NKE
2020-09-03,116.8,NKE
2020-09-04,112.85,NKE
2020-09-08,112.4,NKE
2020-09-09,112.72,NKE
2020-09-10,114.9,NKE
2020-09-11,114.79,NKE
2020-09-14,118.0,NKE
2020-09-15,119.28,NKE
2020-09-16,119.27,NKE
2020-09-17,118.59,NKE
2020-09-18,116.36,NKE
2020-09-21,114.66,NKE
2020-09-22,113.37,NKE
2020-09-23,116.87,NKE
2020-09-24,127.11,NKE
2020-09-25,124.75,NKE
2020-09-28,124.23,NKE
2020-09-29,124.32,NKE
2020-09-30,126.35,NKE
2020-10-01,125.54,NKE
2020-10-02,126.64,NKE
2020-10-05,126.64,NKE
2020-10-06,127.91,NKE
2020-10-07,127.65,NKE
2020-10-08,130.06,NKE
2020-10-09,129.71,NKE
2020-10-12,130.98,NKE
2020-10-13,129.46,NKE
2020-10-14,129.2,NKE
2020-10-15,127.66,NKE
2020-10-16,129.0,NKE
2020-10-19,127.395,NKE
2020-10-20,128.51,NKE
2020-10-21,128.49,NKE
2020-10-22,129.43,NKE
2020-10-23,130.02,NKE
2020-10-26,129.99,NKE
2020-10-27,128.37,NKE
2020-10-28,121.88,NKE
2020-10-29,122.08,NKE
2020-10-30,122.86,NKE
2020-11-02,120.08,NKE
2020-11-03,122.39,NKE
2020-11-04,124.59,NKE
2020-11-05,127.34,NKE
2020-11-06,129.7,NKE
2020-11-09,128.9,NKE
2020-11-10,128.95,NKE
2020-11-11,127.71,NKE
2020-11-12,127.66,NKE
2020-11-13,126.64,NKE
2020-11-16,128.28,NKE
2020-11-17,130.11,NKE
2020-11-18,132.21,NKE
2020-11-19,131.63,NKE
2020-11-20,131.91,NKE
2020-11-23,132.98,NKE
2020-11-24,134.13,NKE
2020-11-25,134.7,NKE
2020-11-27,135.54,NKE
2020-11-30,134.25,NKE
2020-12-01,134.7,NKE
2020-12-02,135.44,NKE
2020-12-03,135.58,NKE
2020-12-04,136.68601025716,NKE
2020-12-07,137.19,NKE
2020-12-08,138.75,NKE
2020-12-09,139.12,NKE
2020-12-10,138.79,NKE
2020-12-11,137.58,NKE
2020-12-14,137.41,NKE
2020-12-15,136.28,NKE
2020-12-16,139.39,NKE
2020-12-17,138.34,NKE
2020-12-18,140.5,NKE
2020-12-21,137.28,NKE
2020-12-22,144.02,NKE
2020-12-23,142.45,NKE
2020-12-24,141.76,NKE
2020-12-28,141.6,NKE
2020-12-29,142.43,NKE
2020-12-30,141.57,NKE
2020-12-31,141.58,NKE
2021-01-04,141.47,NKE
2021-01-05,140.1,NKE
2021-01-06,141.23,NKE
2021-01-07,142.35,NKE
2021-01-08,144.95,NKE
2021-01-11,146.35,NKE
2021-01-12,147.05,NKE
2021-01-13,145.05,NKE
2021-01-14,143.04,NKE
2021-01-15,141.3,NKE
2021-01-19,140.72,NKE
2021-01-20,139.27,NKE
2021-01-21,142.8,NKE
2021-01-22,141.61,NKE
2021-01-25,139.35,NKE
2021-01-26,137.55,NKE
2021-01-27,135.1,NKE
2021-01-28,131.02,NKE
2021-01-29,134.72,NKE
2021-02-01,133.59,NKE
2021-02-02,135.71,NKE
2021-02-03,139.59,NKE
2021-02-04,138.63,NKE
2021-02-05,140.63,NKE
2021-02-08,145.11,NKE
2021-02-09,143.41,NKE
2021-02-10,141.79,NKE
2021-02-11,142.46,NKE
2021-02-12,143.54,NKE
2021-02-16,142.12,NKE
2021-02-17,141.71,NKE
2021-02-18,143.99,NKE
2021-02-19,145.09,NKE
2021-02-22,142.02,NKE
2021-02-23,136.67,NKE
2021-02-24,136.13,NKE
2021-02-25,135.65,NKE
2021-02-26,135.26401243938,NKE
2021-03-01,134.78,NKE
2021-03-02,137.65,NKE
2021-03-03,137.02,NKE
2021-03-04,134.26,NKE
2021-03-05,132.04,NKE
2021-03-08,133.35,NKE
2021-03-09,134.56,NKE
2021-03-10,135.95,NKE
2021-03-11,137.45,NKE
2021-03-12,138.95,NKE
2021-03-15,140.45,NKE
2021-03-16,144.94,NKE
2021-03-17,144.65,NKE
2021-03-18,144.82,NKE
2021-03-19,143.17,NKE
2021-03-22,137.49,NKE
2021-03-23,138.27,NKE
2021-03-24,137.12,NKE
2021-03-25,133.16,NKE
2021-03-26,128.64,NKE
2021-03-29,132.99,NKE
2021-03-30,132.95666666666668,NKE
2021-03-31,132.92333333333332,NKE
2021-04-01,132.89,NKE
2021-04-05,132.53,NKE
2021-04-06,135.12,NKE
2021-04-07,137.16,NKE
2021-04-08,136.54,NKE
2021-04-09,133.68,NKE
2021-04-12,135.45,NKE
2021-04-13,136.64,NKE
2021-04-14,133.54,NKE
2021-04-15,132.26,NKE
2021-04-16,133.67,NKE
2021-04-19,134.31,NKE
2021-04-20,132.57,NKE
2021-04-21,127.11,NKE
2021-04-22,129.9,NKE
2021-04-23,129.18,NKE
2021-04-26,130.19,NKE
2021-04-27,131.6,NKE
2021-04-28,132.11,NKE
2021-04-29,130.71,NKE
2021-04-30,133.26,NKE
2021-05-03,132.62,NKE
2021-05-04,133.03,NKE
2021-05-05,131.55,NKE
2021-05-06,132.21,NKE
2021-05-07,133.49,NKE
2021-05-10,137.81,NKE
2021-05-11,136.4,NKE
2021-05-12,137.12,NKE
2021-05-13,133.39,NKE
2021-05-14,133.61,NKE
2021-05-17,135.93,NKE
2021-05-18,136.41,NKE
2021-05-19,135.56,NKE
2021-05-20,132.96,NKE
2021-05-21,133.27,NKE
2021-05-24,132.66,NKE
2021-05-25,134.06,NKE
2021-05-26,134.32,NKE
2021-05-27,136.89,NKE
2021-05-28,136.56,NKE
2021-06-01,136.46,NKE
2021-06-02,134.51,NKE
2021-06-03,134.17,NKE
2021-06-04,134.17,NKE
2021-06-07,133.74,NKE
2021-06-08,133.95,NKE
2021-06-09,133.35,NKE
2021-06-10,131.84,NKE
2021-06-11,130.98,NKE
2021-06-14,131.94,NKE
2021-06-15,131.36,NKE
2021-06-16,130.29,NKE
2021-06-17,130.4,NKE
2021-06-18,128.92,NKE
2021-06-21,128.41,NKE
2021-06-22,130.08,NKE
2021-06-23,132.48,NKE
2021-06-24,133.1,NKE
2021-06-25,133.6,NKE
2021-06-28,154.35,NKE
2021-06-29,152.36,NKE
2021-06-30,155.95,NKE
2020-06-02,117.25,PG
2020-06-03,117.89,PG
2020-06-04,118.53,PG
2020-06-05,116.05,PG
2020-06-08,118.33,PG
2020-06-09,119.05,PG
2020-06-10,117.6575,PG
2020-06-11,116.265,PG
2020-06-12,115.62,PG
2020-06-15,115.62,PG
2020-06-16,118.14,PG
2020-06-17,118.13,PG
2020-06-18,117.93,PG
2020-06-19,119.28,PG
2020-06-22,118.92,PG
2020-06-23,117.75,PG
2020-06-24,117.73,PG
2020-06-25,116.42,PG
2020-06-26,117.89,PG
2020-06-29,115.23,PG
2020-06-30,117.66,PG
2020-07-01,119.57,PG
2020-07-02,119.98,PG
2020-07-06,120.88,PG
2020-07-07,121.63,PG
2020-07-08,122.22,PG
2020-07-09,122.89,PG
2020-07-10,122.48,PG
2020-07-13,123.89,PG
2020-07-14,124.05,PG
2020-07-15,125.09,PG
2020-07-16,124.5,PG
2020-07-17,124.76,PG
2020-07-20,125.63,PG
2020-07-21,125.24,PG
2020-07-22,125.07,PG
2020-07-23,125.35434936554,PG
2020-07-24,126.16,PG
2020-07-27,125.96,PG
2020-07-28,126.32,PG
2020-07-29,127.88,PG
2020-07-30,128.31,PG
2020-07-31,131.42,PG
2020-08-03,131.12,PG
2020-08-04,131.29,PG
2020-08-05,133.79,PG
2020-08-06,133.44,PG
2020-08-07,132.71,PG
2020-08-10,133.55,PG
2020-08-11,134.1,PG
2020-08-12,133.23,PG
2020-08-13,135.46,PG
2020-08-14,135.78,PG
2020-08-17,135.1,PG
2020-08-18,135.5,PG
2020-08-19,136.51,PG
2020-08-20,135.77,PG
2020-08-21,136.85,PG
2020-08-24,137.44,PG
2020-08-25,138.51,PG
2020-08-26,139.06,PG
2020-08-27,138.39,PG
2020-08-28,138.21,PG
2020-08-31,138.77,PG
2020-09-01,138.33,PG
2020-09-02,138.18,PG
2020-09-03,140.51,PG
2020-09-04,138.26,PG
2020-09-08,137.96,PG
2020-09-09,135.94,PG
2020-09-10,138.15,PG
2020-09-11,136.7,PG
2020-09-14,138.14,PG
2020-09-15,138.63,PG
2020-09-16,138.63,PG
2020-09-17,137.7,PG
2020-09-18,137.52,PG
2020-09-21,137.37,PG
2020-09-22,136.71,PG
2020-09-23,137.96,PG
2020-09-24,136.31,PG
2020-09-25,136.92,PG
2020-09-28,137.62,PG
2020-09-29,138.01,PG
2020-09-30,137.26,PG
2020-10-01,138.99,PG
2020-10-02,139.24,PG
2020-10-05,138.12,PG
2020-10-06,139.39,PG
2020-10-07,139.61,PG
2020-10-08,140.7,PG
2020-10-09,141.65,PG
2020-10-12,142.92,PG
2020-10-13,144.49,PG
2020-10-14,144.21,PG
2020-10-15,144.04,PG
2020-10-16,143.83,PG
2020-10-19,141.79,PG
2020-10-20,142.57,PG
2020-10-21,142.48,PG
2020-10-22,143.25,PG
2020-10-23,141.45,PG
2020-10-26,142.38,PG
2020-10-27,141.3,PG
2020-10-28,142.36,PG
2020-10-29,137.37,PG
2020-10-30,137.57,PG
2020-11-02,137.1,PG
2020-11-03,138.5,PG
2020-11-04,141.22,PG
2020-11-05,140.64,PG
2020-11-06,142.38,PG
2020-11-09,143.23,PG
2020-11-10,137.99,PG
2020-11-11,140.26,PG
2020-11-12,142.07,PG
2020-11-13,142.15,PG
2020-11-16,144.28,PG
2020-11-17,142.43,PG
2020-11-18,141.88,PG
2020-11-19,139.7,PG
2020-11-20,139.53,PG
2020-11-23,139.3,PG
2020-11-24,138.76,PG
2020-11-25,138.31,PG
2020-11-27,138.68,PG
2020-11-30,138.61,PG
2020-12-01,138.87,PG
2020-12-02,139.37,PG
2020-12-03,138.36,PG
2020-12-04,137.34,PG
2020-12-07,137.47,PG
2020-12-08,137.68,PG
2020-12-09,138.05,PG
2020-12-10,136.41,PG
2020-12-11,135.51,PG
2020-12-14,136.51,PG
2020-12-15,135.85,PG
2020-12-16,136.65,PG
2020-12-17,137.27,PG
2020-12-18,138.25,PG
2020-12-21,139.04,PG
2020-12-22,137.52,PG
2020-12-23,136.55,PG
2020-12-24,136.34,PG
2020-12-28,137.72,PG
2020-12-29,138.68,PG
2020-12-30,138.42,PG
2020-12-31,137.77,PG
2021-01-04,139.14,PG
2021-01-05,137.82,PG
2021-01-06,138.7,PG
2021-01-07,140.16,PG
2021-01-08,138.85,PG
2021-01-11,138.79,PG
2021-01-12,137.85,PG
2021-01-13,137.05,PG
2021-01-14,137.26,PG
2021-01-15,135.8,PG
2021-01-19,134.78,PG
2021-01-20,133.6,PG
2021-01-21,131.13852430222,PG
2021-01-22,131.01,PG
2021-01-25,130.0,PG
2021-01-26,132.24,PG
2021-01-27,133.09,PG
2021-01-28,128.38,PG
2021-01-29,130.36,PG
2021-02-01,128.21,PG
2021-02-02,128.97,PG
2021-02-03,128.79,PG
2021-02-04,128.95,PG
2021-02-05,129.03,PG
2021-02-08,129.57,PG
2021-02-09,129.17,PG
2021-02-10,128.67,PG
2021-02-11,128.22,PG
2021-02-12,128.33,PG
2021-02-16,127.62,PG
2021-02-17,127.92,PG
2021-02-18,128.46,PG
2021-02-19,129.53,PG
2021-02-22,127.12,PG
2021-02-23,126.58,PG
2021-02-24,127.52,PG
2021-02-25,127.66,PG
2021-02-26,126.58,PG
2021-03-01,123.53,PG
2021-03-02,124.29,PG
2021-03-03,123.9,PG
2021-03-04,123.16,PG
2021-03-05,122.15,PG
2021-03-08,125.98,PG
2021-03-09,127.31,PG
2021-03-10,126.18,PG
2021-03-11,126.83333333333331,PG
2021-03-12,127.48666666666666,PG
2021-03-15,128.14,PG
2021-03-16,128.56,PG
2021-03-17,128.94,PG
2021-03-18,128.42,PG
2021-03-19,128.7,PG
2021-03-22,128.01,PG
2021-03-23,130.18,PG
2021-03-24,132.6,PG
2021-03-25,132.56,PG
2021-03-26,133.48,PG
2021-03-29,135.45,PG
2021-03-30,135.45,PG
2021-03-31,135.45,PG
2021-04-01,135.43,PG
2021-04-05,134.28,PG
2021-04-06,136.45,PG
2021-04-07,136.5,PG
2021-04-08,136.74,PG
2021-04-09,137.26,PG
2021-04-12,136.37,PG
2021-04-13,136.92,PG
2021-04-14,135.11,PG
2021-04-15,135.6,PG
2021-04-16,137.24,PG
2021-04-19,137.25,PG
2021-04-20,136.61,PG
2021-04-21,137.75,PG
2021-04-22,136.85,PG
2021-04-23,134.63,PG
2021-04-26,133.94,PG
2021-04-27,131.26,PG
2021-04-28,131.18,PG
2021-04-29,131.4,PG
2021-04-30,132.51,PG
2021-05-03,133.42,PG
2021-05-04,135.0,PG
2021-05-05,134.54,PG
2021-05-06,133.46,PG
2021-05-07,135.14,PG
2021-05-10,135.15,PG
2021-05-11,137.67,PG
2021-05-12,136.99,PG
2021-05-13,135.54,PG
2021-05-14,137.72,PG
2021-05-17,138.01,PG
2021-05-18,137.73,PG
2021-05-19,136.32,PG
2021-05-20,136.6,PG
2021-05-21,138.0,PG
2021-05-24,138.0,PG
2021-05-25,137.96,PG
2021-05-26,138.43,PG
2021-05-27,138.12,PG
2021-05-28,134.98,PG
2021-06-01,134.85,PG
2021-06-02,132.88,PG
2021-06-03,133.46,PG
2021-06-04,135.85,PG
2021-06-07,135.95,PG
2021-06-08,136.42,PG
2021-06-09,134.84,PG
2021-06-10,134.79,PG
2021-06-11,135.79,PG
2021-06-14,134.86,PG
2021-06-15,134.91,PG
2021-06-16,134.65,PG
2021-06-17,132.78,PG
2021-06-18,133.99,PG
2021-06-21,132.03,PG
2021-06-22,133.07,PG
2021-06-23,133.12,PG
2021-06-24,132.93,PG
2021-06-25,133.02,PG
2021-06-28,134.92,PG
2021-06-29,135.32,PG
2021-06-30,134.4,PG
2020-06-02,1.0,Cartera
2020-06-03,1.0154100973276448,Cartera
2020-06-04,1.0194758562345374,Cartera
2020-06-05,0.9986549872836734,Cartera
2020-06-08,1.017684086490469,Cartera
2020-06-09,1.027068618621086,Cartera
2020-06-10,1.0158230422820462,Cartera
2020-06-11,0.9882712856338282,Cartera
2020-06-12,0.9907422643587234,Cartera
2020-06-15,0.9903329010515193,Cartera
2020-06-16,1.0044647406669074,Cartera
2020-06-17,1.0167478079125565,Cartera
2020-06-18,1.0179288310937542,Cartera
2020-06-19,1.0228472435777658,Cartera
2020-06-22,1.0105396186322753,Cartera
2020-06-23,1.0296989016248241,Cartera
2020-06-24,1.040246374981825,Cartera
2020-06-25,1.0231384739219147,Cartera
2020-06-26,1.0362525918288774,Cartera
2020-06-29,0.9952128023765617,Cartera
2020-06-30,1.0135652490604772,Cartera
2020-07-01,1.0353642079181113,Cartera
2020-07-02,1.0362777654882456,Cartera
2020-07-06,1.045154212541852,Cartera
2020-07-07,1.0601950880504203,Cartera
2020-07-08,1.0476170970665832,Cartera
2020-07-09,1.0635789329967447,Cartera
2020-07-10,1.058242410499877,Cartera
2020-07-13,1.0648703861816284,Cartera
2020-07-14,1.0488223906344085,Cartera
2020-07-15,1.055001806810862,Cartera
2020-07-16,1.0592891746386397,Cartera
2020-07-17,1.0484472866160073,Cartera
2020-07-20,1.04558057484883,Cartera
2020-07-21,1.0571981263799977,Cartera
2020-07-22,1.0619577236952624,Cartera
2020-07-23,1.0698291253828618,Cartera
2020-07-24,1.0544111317505604,Cartera
2020-07-27,1.0521669744888806,Cartera
2020-07-28,1.0532651265050035,Cartera
2020-07-29,1.0510541868448389,Cartera
2020-07-30,1.058317585735543,Cartera
2020-07-31,1.0660458510922048,Cartera
2020-08-03,1.0700685959470124,Cartera
2020-08-04,1.093222731184067,Cartera
2020-08-05,1.0909864366606323,Cartera
2020-08-06,1.1029266696862372,Cartera
2020-08-07,1.1050181525431764,Cartera
2020-08-10,1.1059311712451243,Cartera
2020-08-11,1.1129583718327876,Cartera
2020-08-12,1.1008552418687787,Cartera
2020-08-13,1.117829137943762,Cartera
2020-08-14,1.122440189984563,Cartera
2020-08-17,1.1206088540879258,Cartera
2020-08-18,1.1214799403963387,Cartera
2020-08-19,1.130140105567168,Cartera
2020-08-20,1.1308187946410528,Cartera
2020-08-21,1.1412676020261328,Cartera
2020-08-24,1.1462704982056868,Cartera
2020-08-25,1.1576883549547552,Cartera
2020-08-26,1.163136762817083,Cartera
2020-08-27,1.1697204720130587,Cartera
2020-08-28,1.1755310548740372,Cartera
2020-08-31,1.1871403887990981,Cartera
2020-09-01,1.1786331241004102,Cartera
2020-09-02,1.1915965077042374,Cartera
2020-09-03,1.2127280892006804,Cartera
2020-09-04,1.1675424506158973,Cartera
2020-09-08,1.1596836001021689,Cartera
2020-09-09,1.1342128380467253,Cartera
2020-09-10,1.1637707147069238,Cartera
2020-09-11,1.1484587679354505,Cartera
2020-09-14,1.1606987794762218,Cartera
2020-09-15,1.168884915184313,Cartera
2020-09-16,1.1752445747297107,Cartera
2020-09-17,1.1633841825805822,Cartera
2020-09-18,1.151537847813068,Cartera
2020-09-21,1.1407441453242178,Cartera
