date,open,high,low,close,symbol,capBurst,year_month
2020-10-23,116.23,116.55,114.27,115.75,AAPL,1899040800000.0,2020-10
2020-10-26,113.73,116.55,112.88,115.04,AAPL,1887392256000.0,2020-10
2020-10-27,115.44,117.275,114.57,116.6,AAPL,1912986240000.0,2020-10
2020-10-28,115.19,116.6,111.94,116.6,AAPL,1912986240000.0,2020-10
2020-10-29,112.37,116.92,109.34,111.2,AAPL,1824391680000.0,2020-10
2020-10-30,110.72,111.99,107.72,115.32,AAPL,1891986048000.0,2020-10
2020-11-02,109.52,110.68,107.32,108.86,AAPL,1786000704000.0,2020-11
2020-11-03,109.22,111.49,108.725,108.77,AAPL,1784524128000.0,2020-11
2020-11-04,114.76,115.59,112.35,110.44,AAPL,1811922816000.0,2020-11
2020-11-05,118.16,119.62,116.8686,114.95,AAPL,1885915680000.0,2020-11
2020-11-06,117.46,119.2,116.13,118.82476723159,AAPL,1949486661108.3584,2020-11
2020-11-09,120.42,121.99,116.05,118.69,AAPL,1947275616000.0,2020-11
2020-11-10,114.79,117.59,114.13,116.32,AAPL,1908392448000.0,2020-11
2020-11-11,117.37,119.63,116.44,115.97,AAPL,1902650208000.0,2020-11
2020-11-12,119.51,120.53,118.57,119.49,AAPL,1960400736000.0,2020-11
2020-11-13,119.74,119.75,117.87,119.21,AAPL,1955806944000.0,2020-11
2020-11-16,119.08,120.99,118.146,119.26,AAPL,1956627264000.0,2020-11
2020-11-17,119.64,120.6741,118.96,120.3,AAPL,1973689920000.0,2020-11
2020-11-18,119.14,119.82,118.0,119.39,AAPL,1958760096000.0,2020-11
2020-11-19,117.87,119.06,116.81,118.03,AAPL,1936447392000.0,2020-11
2020-11-20,118.85,118.85,117.29,118.64,AAPL,1946455296000.0,2020-11
2020-11-23,117.62,117.6202,113.75,117.34,AAPL,1925126976000.0,2020-11
2020-11-24,114.21,115.85,112.59,113.85,AAPL,1867868640000.0,2020-11
2020-11-25,115.23,116.75,115.0,115.17,AAPL,1889525088000.0,2020-11
2020-11-27,116.71,117.49,116.22,116.03,AAPL,1903634592000.0,2020-11
2020-11-30,117.04,120.98,116.69,116.59,AAPL,1912822176000.0,2020-11
2020-12-01,121.34,123.475,120.01,119.05,AAPL,1953181920000.0,2020-12
2020-12-02,122.09,123.37,120.89,122.72,AAPL,2013393408000.0,2020-12
2020-12-03,123.58,123.78,122.21,123.08,AAPL,2019299712000.0,2020-12
2020-12-04,122.99,123.15,121.52,122.94,AAPL,2017002816000.0,2020-12
2020-12-07,122.23,124.57,122.21,122.25,AAPL,2005682400000.0,2020-12
2020-12-08,123.45,124.985,123.09,123.75,AAPL,2030292000000.0,2020-12
2020-12-09,124.78,125.95,121.0,124.38,AAPL,2040628032000.0,2020-12
2020-12-10,121.04,123.87,120.02,121.78,AAPL,1997971392000.0,2020-12
2020-12-11,122.46,122.76,120.55,123.24,AAPL,2021924736000.0,2020-12
2020-12-14,123.21,123.335,121.72,122.41,AAPL,2008307424000.0,2020-12
2020-12-15,123.92,127.9,123.7,121.78,AAPL,1997971392000.0,2020-12
2020-12-16,127.74,128.37,126.56,127.88,AAPL,2098050432000.0,2020-12
2020-12-17,128.48,129.58,128.03,127.81,AAPL,2096901984000.0,2020-12
2020-12-18,127.6,129.1,126.12,128.7,AAPL,2111503680000.0,2020-12
2020-12-21,124.58,128.31,123.449,126.655,AAPL,2077952592000.0,2020-12
2020-12-22,131.96,134.405,129.65,128.23,AAPL,2103792672000.0,2020-12
2020-12-23,132.16,132.57,130.78,131.88,AAPL,2163676032000.0,2020-12
2020-12-24,131.05,133.46,131.02,130.96,AAPL,2148582144000.0,2020-12
2020-12-28,133.64,137.34,133.51,131.97,AAPL,2165152608000.0,2020-12
2020-12-29,138.11,138.789,134.3409,136.69,AAPL,2242590816000.0,2020-12
2020-12-30,135.6,135.99,133.39,134.87,AAPL,2212731168000.0,2020-12
2020-12-31,134.45,134.74,131.72,133.72,AAPL,2193863808000.0,2020-12
2021-01-04,133.92,134.06,126.76,132.69,AAPL,2176965216000.0,2021-01
2021-01-05,129.43,131.74,128.39,129.41,AAPL,2123152224000.0,2021-01
2021-01-06,128.34,131.0499,126.382,131.01,AAPL,2149402464000.0,2021-01
2021-01-07,128.29,131.63,127.86,126.6,AAPL,2077050240000.0,2021-01
2021-01-08,132.35,132.63,130.23,130.92,AAPL,2147925888000.0,2021-01
2021-01-11,130.62,130.7,128.5,132.05,AAPL,2166465120000.0,2021-01
2021-01-12,129.61,129.69,126.86,128.98,AAPL,2116097472000.0,2021-01
2021-01-13,128.89,131.45,128.47,128.8,AAPL,2113144320000.0,2021-01
2021-01-14,130.64,131.13,128.76,130.89,AAPL,2147433696000.0,2021-01
2021-01-15,129.08,130.2242,127.0,128.91,AAPL,2114949024000.0,2021-01
2021-01-19,128.32,128.71,126.938,127.14,AAPL,2085909696000.0,2021-01
2021-01-20,128.68,132.49,128.52,127.83,AAPL,2097230112000.0,2021-01
2021-01-21,134.02,139.67,133.52,132.03,AAPL,2166136992000.0,2021-01
2021-01-22,135.9,139.85,135.02,136.87,AAPL,2245543968000.0,2021-01
2021-01-25,142.8,145.09,136.54,139.07,AAPL,2281638048000.0,2021-01
2021-01-26,143.26,144.3,141.37,142.92,AAPL,2344802688000.0,2021-01
2021-01-27,142.94,144.3,140.41,143.16,AAPL,2348740224000.0,2021-01
2021-01-28,138.88,142.06,136.7,142.06,AAPL,2330693184000.0,2021-01
2021-01-29,135.86,136.74,130.21,137.09,AAPL,2249153376000.0,2021-01
2021-02-01,133.88,135.38,130.93,131.96,AAPL,2164988544000.0,2021-02
2021-02-02,135.74,136.36,134.61,134.14,AAPL,2200754496000.0,2021-02
2021-02-03,135.26,135.77,133.61,134.99,AAPL,2214699936000.0,2021-02
2021-02-04,136.3,137.4,134.59,133.94,AAPL,2197473216000.0,2021-02
2021-02-05,138.04,138.04,135.86,137.18436388859,AAPL,2250701547701.763,2021-02
2021-02-08,136.23,136.96,134.92,136.76,AAPL,2243739264000.0,2021-02
2021-02-09,136.44,137.877,135.85,136.91,AAPL,2246200224000.0,2021-02
2021-02-10,136.14,136.99,134.4,136.01,AAPL,2231434464000.0,2021-02
2021-02-11,135.54,136.39,133.77,135.39,AAPL,2221262496000.0,2021-02
2021-02-12,134.8,135.53,133.6921,135.13,AAPL,2216996832000.0,2021-02
2021-02-16,135.9,136.01,132.79,135.37,AAPL,2220934368000.0,2021-02
2021-02-17,132.28,132.28,129.47,133.19,AAPL,2185168416000.0,2021-02
2021-02-18,129.36,129.995,127.41,130.84,AAPL,2146613376000.0,2021-02
2021-02-19,130.64,130.71,128.8,129.71,AAPL,2128074144000.0,2021-02
2021-02-22,127.8,129.71,125.6,129.87,AAPL,2130699168000.0,2021-02
2021-02-23,123.64,126.705,118.39,126.0,AAPL,2067206400000.0,2021-02
2021-02-24,127.14,127.3,122.23,125.86,AAPL,2064909504000.0,2021-02
2021-02-25,124.22,126.45,120.53,125.35,AAPL,2056542240000.0,2021-02
2021-02-26,121.05,124.84,120.92,120.99,AAPL,1985010336000.0,2021-02
2021-03-01,123.52,127.835,122.8,121.26,AAPL,1989440064000.0,2021-03
2021-03-02,128.38,128.71,125.18,127.79,AAPL,2096573856000.0,2021-03
2021-03-03,125.74,125.74,121.855,125.12,AAPL,2052768768000.0,2021-03
2021-03-04,121.78,123.6,118.62,122.06,AAPL,2002565184000.0,2021-03
2021-03-05,120.3,121.67,117.575,120.13,AAPL,1970900832000.0,2021-03
2021-03-08,119.59,121.0,116.46,121.42,AAPL,1992065088000.0,2021-03
2021-03-09,118.67,122.04,118.56,116.36,AAPL,1909048704000.0,2021-03
2021-03-10,120.58,122.17,119.455,121.085,AAPL,1986568944000.0,2021-03
2021-03-11,122.27,123.19,121.31,121.06666666666666,AAPL,1986268160000.0,2021-03
2021-03-12,120.365,121.165,119.165,121.04833333333332,AAPL,1985967376000.0,2021-03
2021-03-15,121.36,124.09,120.42,121.03,AAPL,1985666592000.0,2021-03
2021-03-16,125.2,127.22,124.715,123.99,AAPL,2034229536000.0,2021-03
2021-03-17,123.76,125.8599,122.335,125.57,AAPL,2060151648000.0,2021-03
2021-03-18,122.98,123.18,120.32,124.76,AAPL,2046862464000.0,2021-03
2021-03-19,121.32,121.43,119.675,120.53,AAPL,1977463392000.0,2021-03
2021-03-22,120.89,123.865,120.22,119.99,AAPL,1968603936000.0,2021-03
2021-03-23,123.01,124.24,122.14,123.39,AAPL,2024385696000.0,2021-03
2021-03-24,123.15,123.15,120.06,122.54,AAPL,2010440256000.0,2021-03
2021-03-25,119.17,121.66,118.6,120.09,AAPL,1970244576000.0,2021-03
2021-03-26,120.14,121.48,118.92,120.59,AAPL,1978447776000.0,2021-03
2021-03-29,121.04,122.58,120.79,121.21,AAPL,1988619744000.0,2021-03
2021-03-30,120.12,120.41,118.94,121.52333333333333,AAPL,1993760416000.0,2021-03
2021-03-31,121.65,123.5,121.225,121.83666666666667,AAPL,1998901088000.0,2021-03
2021-04-01,123.4,124.175,122.15,122.15,AAPL,2004041760000.0,2021-04
2021-04-05,123.39,126.165,123.065,123.0,AAPL,2017987200000.0,2021-04
2021-04-06,126.35,127.125,125.65,125.9,AAPL,2065565760000.0,2021-04
2021-04-07,126.39,127.91,125.14,126.21,AAPL,2070651744000.0,2021-04
2021-04-08,128.9,130.385,128.515,127.9,AAPL,2098378560000.0,2021-04
2021-04-09,130.06,133.0,129.33,130.36,AAPL,2138738304000.0,2021-04
2021-04-12,132.67,132.84,130.635,132.995,AAPL,2181969168000.0,2021-04
2021-04-13,130.95,134.64,130.915,131.24,AAPL,2153175936000.0,2021-04
2021-04-14,134.96,135.06,131.66,134.43,AAPL,2205512352000.0,2021-04
2021-04-15,133.26,134.99,133.26,132.03,AAPL,2166136992000.0,2021-04
2021-04-16,134.88,134.9,133.28,134.5,AAPL,2206660800000.0,2021-04
2021-04-19,133.86,135.47,133.34,134.16,AAPL,2201082624000.0,2021-04
2021-04-20,134.77,135.53,131.82,134.84,AAPL,2212238976000.0,2021-04
2021-04-21,132.72,133.745,131.31,133.11,AAPL,2183855904000.0,2021-04
2021-04-22,133.06,134.15,131.42,133.5,AAPL,2190254400000.0,2021-04
2021-04-23,132.16,135.12,132.1,131.94,AAPL,2164660416000.0,2021-04
2021-04-26,134.42,135.06,133.56,134.32,AAPL,2203707648000.0,2021-04
2021-04-27,135.38,135.72,134.12,134.72,AAPL,2210270208000.0,2021-04
2021-04-28,134.36,139.48,133.09,134.39,AAPL,2204856096000.0,2021-04
2021-04-29,137.0,137.45,132.46,133.58,AAPL,2191566912000.0,2021-04
2021-04-30,132.0,133.57,131.07,133.48,AAPL,2189926272000.0,2021-04
2021-05-03,132.04,134.065,131.83,131.46,AAPL,2156785344000.0,2021-05
2021-05-04,131.18,131.48,126.7,132.54,AAPL,2174504256000.0,2021-05
2021-05-05,128.92,130.44,127.975,127.85,AAPL,2097558240000.0,2021-05
2021-05-06,127.85,129.625,127.14,128.1,AAPL,2101659840000.0,2021-05
2021-05-07,129.99,131.94,129.475,129.74,AAPL,2128566336000.0,2021-05
2021-05-10,129.82,129.99,126.82,130.21,AAPL,2136277344000.0,2021-05
2021-05-11,123.41,126.275,122.86,126.85,AAPL,2081151840000.0,2021-05
2021-05-12,125.19,125.4,122.25,125.91,AAPL,2065729824000.0,2021-05
2021-05-13,123.28,126.145,123.28,122.77,AAPL,2014213728000.0,2021-05
2021-05-14,126.51,127.88,125.85,124.97,AAPL,2050307808000.0,2021-05
2021-05-17,126.92,127.16,125.165,127.45,AAPL,2090995680000.0,2021-05
2021-05-18,127.06,127.06,124.81,126.27,AAPL,2071636128000.0,2021-05
2021-05-19,123.13,124.915,122.87,124.85,AAPL,2048339040000.0,2021-05
2021-05-20,125.03,127.715,124.93,124.69,AAPL,2045714016000.0,2021-05
2021-05-21,127.89,128.14,125.355,127.31,AAPL,2088698784000.0,2021-05
2021-05-24,126.14,127.935,125.94,125.43,AAPL,2057854752000.0,2021-05
2021-05-25,127.85,128.315,126.32,127.1,AAPL,2085253440000.0,2021-05
2021-05-26,127.32,127.45,126.425,126.9,AAPL,2081972160000.0,2021-05
2021-05-27,126.62,127.64,125.345,126.85,AAPL,2081151840000.0,2021-05
2021-05-28,125.71,125.79,124.565,125.28,AAPL,2055393792000.0,2021-05
2021-06-01,125.16,125.35,123.94,124.61,AAPL,2044401504000.0,2021-06
2021-06-02,124.33,125.235,124.045,124.28,AAPL,2038987392000.0,2021-06
2021-06-03,124.04,124.85,123.13,125.06,AAPL,2051784384000.0,2021-06
2021-06-04,123.99,126.155,123.82,123.54,AAPL,2026846656000.0,2021-06
2021-06-07,126.14,126.45,124.84,125.89,AAPL,2065401696000.0,2021-06
2021-06-08,126.8,128.46,126.22,125.9,AAPL,2065565760000.0,2021-06
2021-06-09,127.19,127.74,126.52,126.74,AAPL,2079347136000.0,2021-06
2021-06-10,126.65,128.18,125.945,127.13,AAPL,2085745632000.0,2021-06
2021-06-11,126.58,127.44,126.105,126.11,AAPL,2069011104000.0,2021-06
2021-06-14,127.83,130.495,127.07,127.35,AAPL,2089355040000.0,2021-06
2021-06-15,130.32,130.595,129.39,130.48,AAPL,2140707072000.0,2021-06
2021-06-16,129.75,130.89,128.48,129.64,AAPL,2126925696000.0,2021-06
2021-06-17,129.48,132.55,129.24,130.15,AAPL,2135292960000.0,2021-06
2021-06-18,131.48,131.52,130.29,131.79,AAPL,2162199456000.0,2021-06
2021-06-21,130.56,132.405,129.215,130.46,AAPL,2140378944000.0,2021-06
2021-06-22,132.63,134.075,131.62,132.3,AAPL,2170566720000.0,2021-06
2021-06-23,134.06,134.315,133.23,133.98,AAPL,2198129472000.0,2021-06
2021-06-24,134.5,134.66,132.93,133.7,AAPL,2193535680000.0,2021-06
2021-06-25,133.37,133.89,132.805,133.41,AAPL,2188777824000.0,2021-06
2021-06-28,133.13,135.245,133.13,133.11,AAPL,2183855904000.0,2021-06
2021-06-29,134.52,136.49,134.36,134.78,AAPL,2211254592000.0,2021-06
2021-06-30,136.16,137.405,135.88,136.33,AAPL,2236684512000.0,2021-06
2020-06-02,228.89,230.54,222.63,226.91,AMGN,127810684429.44,2020-06
2020-06-03,224.8075,226.995,220.92,223.955,AMGN,126146233446.72,2020-06
2020-06-04,220.725,223.45,219.21,221.0,AMGN,124481782464.0,2020-06
2020-06-05,218.76,225.9499,218.2,220.88,AMGN,124414190545.92,2020-06
2020-06-08,223.38,226.25,221.75,225.67,AMGN,127112234609.28,2020-06
2020-06-09,225.855,228.31,224.57,225.75,AMGN,127157295888.0,2020-06
2020-06-10,226.9575,228.93,221.7225,222.3125,AMGN,125221069068.0,2020-06
2020-06-11,228.06,229.55,218.875,218.875,AMGN,123284842248.0,2020-06
2020-06-12,221.8,221.89,214.53,218.07,AMGN,122831413130.88,2020-06
2020-06-15,215.465,221.0,213.8601,217.9,AMGN,122735657913.6,2020-06
2020-06-16,223.01,228.875,222.62,219.78,AMGN,123794597963.52,2020-06
2020-06-17,228.76,228.81,224.53,226.87,AMGN,127788153790.08,2020-06
2020-06-18,226.5,231.48,225.68,225.97,AMGN,127281214404.48,2020-06
2020-06-19,235.87,239.07,231.31,230.32,AMGN,129731421434.88,2020-06
2020-06-22,236.54,237.65,233.06,238.7,AMGN,134451590380.8,2020-06
2020-06-23,235.25,239.17,233.435,234.19,AMGN,131911260792.96,2020-06
2020-06-24,234.85,237.0,231.4,235.75,AMGN,132789955728.0,2020-06
2020-06-25,231.27,235.44,230.385,232.51,AMGN,130964973939.84,2020-06
2020-06-26,232.02,236.86,231.8227,235.11,AMGN,132429465498.24,2020-06
2020-06-29,231.86,234.14,229.97,232.84,AMGN,131150851714.56,2020-06
2020-06-30,233.49,237.32,231.795,231.56,AMGN,130429871255.04,2020-06
2020-07-01,235.955,256.23,232.58,235.86,AMGN,132851914986.24,2020-07
2020-07-02,253.4,261.46,252.87,255.12,AMGN,143700417838.08002,2020-07
2020-07-06,260.03,264.97,253.9,258.24,AMGN,145457807708.16,2020-07
2020-07-07,254.14,258.91,252.09,256.25,AMGN,144336908400.0,2020-07
2020-07-08,253.975,253.98,249.25,253.15,AMGN,142590783849.6,2020-07
2020-07-09,251.465,253.83,248.835,251.59,AMGN,141712088914.56,2020-07
2020-07-10,250.49,251.57,247.07,251.66,AMGN,141751517533.44,2020-07
2020-07-13,250.28,255.43,249.28,249.04,AMGN,140275760655.36,2020-07
2020-07-14,245.42,253.79,240.48,250.04,AMGN,140839026639.36,2020-07
2020-07-15,254.255,254.57,250.77,253.09,AMGN,142556987890.56,2020-07
2020-07-16,250.88,255.29,249.92,253.31,AMGN,142680906407.04,2020-07
2020-07-17,256.415,259.95,254.76,255.2,AMGN,143745479116.8,2020-07
2020-07-20,260.865,262.82,258.32,258.46,AMGN,145581726224.63998,2020-07
2020-07-21,259.29,260.04,257.28,260.95,AMGN,146984258524.8,2020-07
2020-07-22,258.53,260.0,255.8,257.91,AMGN,145271929933.44,2020-07
2020-07-23,260.255,260.255,251.6,256.98,AMGN,144748092568.32,2020-07
2020-07-24,251.57,251.83,245.5,252.24,AMGN,142078211804.16,2020-07
2020-07-27,247.345,255.0964,247.0345,247.98,AMGN,139678698712.32,2020-07
2020-07-28,253.935,258.4,253.77,253.65,AMGN,142872416841.6,2020-07
2020-07-29,250.4,252.85,245.74,255.27,AMGN,143784907735.68,2020-07
2020-07-30,246.92,247.82,245.2,248.85,AMGN,140168740118.4,2020-07
2020-07-31,245.29,246.1,239.37,246.14,AMGN,138642289301.75998,2020-07
2020-08-03,244.77,249.02,244.52,244.67,AMGN,137814288305.28,2020-08
2020-08-04,245.89,246.17,241.3385,247.36,AMGN,139329473802.24002,2020-08
2020-08-05,244.55,245.41,240.8,243.59,AMGN,137205961042.56,2020-08
2020-08-06,240.915,242.2,239.105,241.47,AMGN,136011837156.48,2020-08
2020-08-07,244.52,244.52,238.57,241.55,AMGN,136056898435.2,2020-08
2020-08-10,240.19,240.67,236.21,240.69,AMGN,135572489688.96,2020-08
2020-08-11,238.035,238.9,234.36,238.17,AMGN,134153059409.28,2020-08
2020-08-12,234.975,243.0,234.69,234.65,AMGN,132170363145.6,2020-08
2020-08-13,241.45,242.77,239.61,241.72,AMGN,136152653652.48,2020-08
2020-08-14,239.175,240.06,238.615,238.86563590402,AMGN,134544887451.26357,2020-08
2020-08-17,240.76,244.74,240.21,239.71,AMGN,135020489024.64,2020-08
2020-08-18,243.635,244.305,240.02,243.01,AMGN,136879266771.84,2020-08
2020-08-19,241.23,243.73,238.5,241.5,AMGN,136028735136.0,2020-08
2020-08-20,240.26,240.6888,237.3,240.49,AMGN,135459836492.16,2020-08
2020-08-21,238.82,238.88,235.51,238.73,AMGN,134468488360.32,2020-08
2020-08-24,237.88,238.44,233.56,237.64,AMGN,133854528437.76,2020-08
2020-08-25,242.845,249.96,240.8,235.57,AMGN,132688567850.88,2020-08
2020-08-26,249.03,251.38,245.76,248.22,AMGN,139813882548.48,2020-08
2020-08-27,252.62,256.91,250.32,250.18,AMGN,140917883877.12,2020-08
2020-08-28,253.745,254.14,247.79,252.81,AMGN,142399273415.04,2020-08
2020-08-31,251.61,256.05,250.1,253.12,AMGN,142573885870.08002,2020-08
