AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V
0.660926833332683,0.1028778043768875,0.9663424492536734,0.9023168386926799,0.9712235817999599,0.11541767469432417,0.7715799203293748,0.8440839093190956,0.9286489960855804,0.9660215997789325,0.9854493931360729,0.6814031680466582,0.7136629174606854,0.5157611654099735,0.9006901587181748,1.0,0.740068658134325,0.6465503473966636,0.9200201386513417,-0.4705206578749476,0.856495709655745,0.7147128891930067,0.07791781557115082,0.9765817976860949,0.8798734383298312,0.8453022800295754
0.6767037270027065,0.011942900986150718,0.8020294860134355,0.7033989278607434,0.7956732611553575,0.4647299104140597,0.47188361673173546,0.5016175982988892,0.6855006600232396,0.8362885389093232,0.7052616390470254,0.7419377626493419,0.6682367184252376,0.008221382612505275,0.6500057198360024,0.740068658134325,1.0,0.8355348033047822,0.8446964202828166,-0.06899928948267212,0.7109564676224824,0.714344719926863,0.5516859432673641,0.7516570808710101,0.8582095025250948,0.8508817908265507
0.7255229952104407,0.20233243361337006,0.7078996885914742,0.5033501645746353,0.761087636051184,0.6305399992103231,0.3301241639523013,0.3170219864236962,0.5778239867474285,0.7743212745335989,0.6412070258465141,0.8837522639150341,0.6111384421532374,0.027175168338006442,0.6243877582833421,0.6465503473966636,0.8355348033047822,1.0,0.8021240340696308,-0.03558121461000546,0.7429794748638183,0.6840932417941253,0.6766432926161277,0.6187153605639721,0.7907588007015887,0.7472483703983943
0.6443914253738824,0.1995074263938702,0.9488274703185918,0.8410403199533554,0.9363615799775048,0.23231021416455838,0.7528303171517208,0.7613775741367109,0.8049142797900769,0.9380076728970848,0.9204829658135618,0.8504877898941919,0.8115792677077941,0.40536375768831007,0.8518925443669992,0.9200201386513417,0.8446964202828166,0.8021240340696308,1.0,-0.35753357912151074,0.8816808602872832,0.6402994749298605,0.2428003396066126,0.90022467205674,0.9292040675290361,0.8872017868714622
-0.038369780398826867,0.17786432073955855,-0.40039277119238315,-0.4225143486805603,-0.44899418207101177,0.20745871682896222,-0.40221238696621914,-0.4336068362122045,-0.42055689666252255,-0.35972626863529394,-0.4653927783376065,-0.09645729783139183,-0.08910099336845861,-0.5674884860895071,-0.281945928872936,-0.4705206578749476,-0.06899928948267212,-0.03558121461000546,-0.35753357912151074,1.0,-0.36303194326754445,-0.19106518594052585,0.42613747253623635,-0.4913648228268211,-0.22617721964508639,-0.17180229620315188
0.7750816977796237,0.31597925587579545,0.875838344471547,0.7484322113798269,0.8697280271919847,0.3607114221620235,0.707198953213001,0.6576742354380988,0.7985352782459708,0.8498463752202758,0.8818162035489417,0.816442755071896,0.6913604922119337,0.3928038743991518,0.8513135870496771,0.856495709655745,0.7109564676224824,0.7429794748638183,0.8816808602872832,-0.36303194326754445,1.0,0.6356268289119603,0.24193671345959666,0.8342908720628275,0.8464786128978588,0.8542034612894378
0.8408685064414071,-0.13577659596993766,0.6612817918386554,0.6177657074929959,0.7760286095099131,0.5297277211398226,0.2101402833609755,0.3084115594193115,0.8132736720872538,0.7866062625679008,0.6518866669559094,0.4725502228938346,0.28102075985948544,0.07669978325256151,0.637956209870708,0.7147128891930067,0.714344719926863,0.6840932417941253,0.6402994749298605,-0.19106518594052585,0.6356268289119603,1.0,0.4831795805201031,0.7307568716160839,0.6509852517826883,0.6119237355379472
0.5746656525774438,0.08671965441013291,0.11037137299355737,-0.02227340187154401,0.24885614153332128,0.7394080947224819,-0.26158750735377595,-0.2944931126869584,0.1226498800400502,0.2821808964220918,0.03290334031133693,0.4860136760348988,0.07908942564394925,-0.5707170268906038,0.11717430134952606,0.07791781557115082,0.5516859432673641,0.6766432926161277,0.2428003396066126,0.42613747253623635,0.24193671345959666,0.4831795805201031,1.0,0.10139358169563584,0.353928775494394,0.2707041087729754
0.6727030658844224,0.05869865623465776,0.9321709322011117,0.8988419735592258,0.9583338600375343,0.11349272536405597,0.7290289586807999,0.8102730534027599,0.9243912436605508,0.9470401092321787,0.9481011051724503,0.6551704315199743,0.6490061246466801,0.45368939877271797,0.862659783478132,0.9765817976860949,0.7516570808710101,0.6187153605639721,0.90022467205674,-0.4913648228268211,0.8342908720628275,0.7307568716160839,0.10139358169563584,1.0,0.8782742229842047,0.8139705725170052
0.6626119922590813,0.2021256554217491,0.9144428584063155,0.7821367419617019,0.8989213546696162,0.24058276553715507,0.7024127837503044,0.7002703801639099,0.7484218558694173,0.9075756191075696,0.8840551473850694,0.8521197935731646,0.813433747640668,0.24695444707278724,0.8091625816826903,0.8798734383298312,0.8582095025250948,0.7907588007015887,0.9292040675290361,-0.22617721964508639,0.8464786128978588,0.6509852517826883,0.353928775494394,0.8782742229842047,1.0,0.8890683265729955
0.6525203111609501,0.19040843331234625,0.9179328140714207,0.8030680384827821,0.8417993198797782,0.3083342043754971,0.6981345621027398,0.7375699980783091,0.7608518996389475,0.870554003436748,0.861028499026604,0.7694829666372787,0.8146874402231956,0.29900679906774774,0.7830597152374232,0.8453022800295754,0.8508817908265507,0.7472483703983943,0.8872017868714622,-0.17180229620315188,0.8542034612894378,0.6119237355379472,0.2707041087729754,0.8139705725170052,0.8890683265729955,1.0
