date,open,high,low,close,symbol
2021-03-17,51.26,51.61,51.14,51.22,KO
2021-03-18,51.22,51.22,50.47,51.24,KO
2021-03-19,50.64,51.03,50.175,50.57,KO
2021-03-22,50.72,51.075,50.35,50.81,KO
2021-03-23,50.84,51.655,50.72,51.0,KO
2021-03-24,51.32,51.89,51.15,51.39,KO
2021-03-25,51.26,52.065,51.16,51.52,KO
2021-03-26,52.13,53.09,51.76,52.02,KO
2021-03-29,52.74,53.93,52.66,53.04,KO
2021-03-30,53.84,53.84,52.93,52.93,KO
2021-03-31,53.04,53.15,52.5,52.82,KO
2021-04-01,52.825,53.145,52.455,52.71,KO
2021-04-05,52.52,53.23,52.28,52.51,KO
2021-04-06,52.74,53.66,52.68,52.81,KO
2021-04-07,53.18,53.51,53.11,53.19,KO
2021-04-08,53.24,53.385,52.975,53.28,KO
2021-04-09,53.11,53.28,52.81,53.12,KO
2021-04-12,53.16,53.56,53.09,53.18,KO
2021-04-13,53.18,53.29,52.805,53.35,KO
2021-04-14,52.98,53.19,52.65,53.09,KO
2021-04-15,53.12,53.665,53.04,53.08,KO
2021-04-16,53.79,53.79,53.37,53.33,KO
2021-04-19,54.3,54.36,53.3,53.68,KO
2021-04-20,53.84,54.585,53.83,54.0,KO
2021-04-21,54.22,54.745,54.02,54.17,KO
2021-04-22,54.48,54.865,54.315,54.61,KO
2021-04-23,54.37,54.585,54.16,54.44,KO
2021-04-26,54.5,54.505,53.58,54.47,KO
2021-04-27,53.66,53.695,53.325,53.66,KO
2021-04-28,53.76,54.045,53.435,53.58,KO
2021-04-29,53.54,54.37,53.475,53.59,KO
2021-04-30,54.24,54.34,53.685,54.26,KO
2021-05-03,54.14,54.795,54.12,53.98,KO
2021-05-04,54.51,54.62,53.935,54.48,KO
2021-05-05,54.16,54.24,53.715,54.14,KO
2021-05-06,54.12,54.605,54.095,54.0,KO
2021-05-07,54.6,54.78,54.16,54.54,KO
2021-05-10,54.89,55.495,54.84,54.51,KO
2021-05-11,54.92,55.125,54.035,54.91,KO
2021-05-12,54.38,54.555,53.875,54.32,KO
2021-05-13,54.03,54.785,53.865,54.04,KO
