date,open,high,low,close,symbol
2019-10-04,56.39,56.86625,55.985,56.70875,AAPL
2019-10-07,56.56875,57.4875,56.47125,56.75,AAPL
2019-10-08,56.43625,57.0125,56.1025,56.1025,AAPL
2019-10-09,56.74125,56.94,56.4175,56.72,AAPL
2019-10-10,56.985,57.6025,56.8275,57.515,AAPL
2019-10-11,58.2375,59.395,58.075,59.055,AAPL
2019-10-14,58.69125,59.52875,58.69125,58.9725,AAPL
2019-10-15,59.09875,59.4075,58.73,58.8425,AAPL
2019-10-16,58.435,58.78,58.3,58.6025,AAPL
2019-10-17,58.80125,59.025,58.3975,58.8425,AAPL
2019-10-18,58.6475,59.38875,58.5775,59.1025,AAPL
2019-10-21,59.385,60.24625,59.385,60.125,AAPL
2019-10-22,60.3,60.545,59.90625,60.0275,AAPL
2019-10-23,60.4825,60.805,60.30625,60.7975,AAPL
2019-10-24,61.1575,61.1875,60.45125,60.875,AAPL
2019-10-25,60.7725,61.675,60.735,61.64,AAPL
2019-10-28,61.845,62.2925,61.705,62.28,AAPL
2019-10-29,62.26,62.43,60.655,60.825,AAPL
2019-10-30,61.1925,61.3175,60.32,60.855,AAPL
2019-10-31,61.7775,62.2675,61.4175,62.23,AAPL
2019-11-01,62.38625,63.97,62.295,63.9525,AAPL
2019-11-04,64.35,64.455,63.85875,64.375,AAPL
2019-11-05,64.2725,64.54625,64.0875,64.2825,AAPL
2019-11-06,64.20375,64.36,63.85125,64.2875,AAPL
2019-11-07,64.6825,65.0875,64.5325,64.8375,AAPL
2019-11-08,64.6775,65.0075,64.2475,65.0,AAPL
2019-11-11,64.6,65.60875,64.59375,65.5275,AAPL
2019-11-12,65.38625,65.6975,65.2325,65.4975,AAPL
2019-11-13,65.28375,66.1925,65.28375,66.15625,AAPL
2019-11-14,65.99,66.215,65.5475,65.6925,AAPL
2019-11-15,65.9875,66.4075,65.7525,66.4075,AAPL
2019-11-18,66.475,66.85375,66.0675,66.765,AAPL
2019-11-19,66.98875,66.98875,66.355,66.5825,AAPL
2019-11-20,66.3975,66.4925,65.1175,65.7075,AAPL
2019-11-21,65.89,65.99875,65.3,65.5275,AAPL
2019-11-22,65.6675,65.78,65.2125,65.6625,AAPL
2019-11-25,65.6325,66.59,65.6325,66.5825,AAPL
2019-11-26,66.73625,66.7525,65.98,65.98,AAPL
2019-11-27,66.38,66.985,66.33125,66.985,AAPL
2019-11-29,66.6325,66.995,66.4925,66.9525,AAPL
2019-12-02,66.84,67.055,65.89,66.18,AAPL
2019-12-03,64.54125,64.8775,64.1075,64.85,AAPL
2019-12-04,65.2675,65.81625,65.1825,65.4575,AAPL
2019-12-05,65.95,66.47125,65.6975,66.3875,AAPL
2019-12-06,66.88,67.75,66.88,67.64875,AAPL
2019-12-09,67.5025,67.68375,66.2325,66.68,AAPL
2019-12-10,67.13,67.51,66.48,67.15,AAPL
2019-12-11,67.175,67.775,67.1375,67.775,AAPL
2019-12-12,66.895,68.125,66.86125,67.8,AAPL
2019-12-13,67.86875,68.825,67.74125,68.7775,AAPL
2019-12-16,69.30875,70.19375,69.2525,69.96625,AAPL
2019-12-17,69.9425,70.43875,69.7425,70.1125,AAPL
2019-12-18,69.91875,70.485,69.7825,69.9,AAPL
2019-12-19,69.88875,70.2825,69.74,70.0075,AAPL
2019-12-20,70.54,70.555,69.6575,69.78,AAPL
2019-12-23,70.1275,71.06,70.1275,70.995,AAPL
2019-12-24,71.165,71.22,70.7425,71.08625,AAPL
2019-12-26,71.21,72.4925,71.195,72.49,AAPL
2019-12-27,72.8125,73.485,72.045,72.4325,AAPL
2019-12-30,72.40875,73.16875,71.3325,72.9475,AAPL
2019-12-31,72.4775,73.41625,72.415,73.405,AAPL
2020-01-02,74.0275,75.1175,73.82,75.1125,AAPL
2020-01-03,74.28,75.1375,74.13,74.445,AAPL
2020-01-06,73.43,74.9925,73.2,74.95625,AAPL
2020-01-07,74.96375,75.21875,74.3975,74.575,AAPL
2020-01-08,74.3025,76.1075,74.3025,75.77125,AAPL
2020-01-09,76.795,77.60125,76.5575,77.4,AAPL
2020-01-10,77.7,78.15125,77.07375,77.58,AAPL
2020-01-13,77.91125,79.2625,77.7875,79.23,AAPL
2020-01-14,79.16125,79.3775,77.9375,78.1675,AAPL
2020-01-15,77.965,78.875,77.4075,77.8575,AAPL
2020-01-16,78.405,78.90125,78.02625,78.83,AAPL
2020-01-17,79.0525,79.68375,78.7875,79.67,AAPL
2020-01-21,79.305,79.745,79.06,79.105,AAPL
2020-01-22,79.6825,79.99625,79.33875,79.4625,AAPL
2020-01-23,79.47125,79.8875,78.93875,79.8125,AAPL
2020-01-24,80.07,80.805,79.38375,79.55,AAPL
2020-01-27,77.51875,77.93125,76.22,77.22,AAPL
2020-01-28,78.1125,79.59375,78.075,79.3925,AAPL
2020-01-29,81.14375,81.9625,80.35625,81.0675,AAPL
2020-01-30,80.16875,81.01,79.715,80.98375,AAPL
2020-01-31,80.25375,80.66625,77.1,77.34,AAPL
2020-02-03,76.0725,78.35875,75.5875,77.17,AAPL
2020-02-04,78.8975,79.9025,78.4125,79.7075,AAPL
2020-02-05,80.905,81.17625,79.7425,80.385,AAPL
2020-02-06,80.74125,81.3,80.09,81.2975,AAPL
2020-02-07,80.575,80.8425,79.5325,80.0075,AAPL
2020-02-10,78.555,80.3725,78.4725,80.3725,AAPL
2020-02-11,80.8925,80.97125,79.7,79.8975,AAPL
2020-02-12,80.41625,81.80125,80.405,81.79,AAPL
2020-02-13,81.095,81.5425,80.87625,81.2275,AAPL
2020-02-14,81.1825,81.48625,80.715,81.20375,AAPL
2020-02-18,78.80625,79.9225,78.6525,79.7075,AAPL
2020-02-19,80.03875,81.135,80.00625,80.915,AAPL
2020-02-20,80.655,81.15,79.58,80.085,AAPL
2020-02-21,79.685,80.1,77.655,78.265,AAPL
2020-02-24,74.245,75.9975,72.31,74.575,AAPL
2020-02-25,75.1575,75.6075,71.56625,72.0425,AAPL
2020-02-26,71.6325,74.4675,71.625,73.185,AAPL
2020-02-27,70.2775,71.4825,68.25,68.25,AAPL
2020-02-28,64.34625,69.5825,64.0925,68.4075,AAPL
2020-03-02,70.6075,75.0,69.4425,74.695,AAPL
2020-03-03,75.9025,75.9975,71.46,72.29,AAPL
2020-03-04,72.29,75.755,72.29,75.71,AAPL
2020-03-05,73.87875,74.88375,72.88125,73.1625,AAPL
2020-03-06,70.4725,72.685,70.34,72.245,AAPL
2020-03-09,65.92625,69.45,65.7525,66.5875,AAPL
2020-03-10,69.2775,71.34875,67.36125,71.34125,AAPL
2020-03-11,69.345,70.2925,68.0675,68.85,AAPL
2020-03-12,64.0425,67.4825,62.0725,62.085,AAPL
2020-03-13,66.2725,69.61125,63.24875,69.505,AAPL
2020-03-16,60.7125,64.7525,60.0,60.4575,AAPL
2020-03-17,61.85,64.38,59.625,63.2,AAPL
2020-03-18,59.8775,62.48875,59.3025,62.47,AAPL
2020-03-19,61.72,63.1875,60.715,60.9725,AAPL
2020-03-20,61.8025,62.9475,57.0,57.2625,AAPL
2020-03-23,57.0475,57.0475,53.19625,55.995,AAPL
2020-03-24,59.23,61.65,58.6175,61.65,AAPL
2020-03-25,62.7425,64.5,61.0875,61.39,AAPL
2020-03-26,61.695,64.63125,61.6175,64.4875,AAPL
2020-03-27,63.1325,63.95,61.825,61.9525,AAPL
2020-03-30,62.7,63.86,62.35,63.635,AAPL
2020-03-31,63.9225,65.62,63.0025,63.495,AAPL
