date,close,symbol,rtb
2021-06-30,134.4,PG,No
2020-06-02,1.0,PG,Si
2020-06-03,1.0054584221748402,PG,Si
2020-06-04,1.01091684434968,PG,Si
2020-06-05,0.9897654584221748,PG,Si
2020-06-08,1.0092110874200426,PG,Si
2020-06-09,1.0153518123667378,PG,Si
2020-06-10,1.0034754797441365,PG,Si
2020-06-11,0.9915991471215352,PG,Si
2020-06-12,0.9860980810234542,PG,Si
2020-06-15,0.9860980810234542,PG,Si
2020-06-16,1.007590618336887,PG,Si
2020-06-17,1.0075053304904051,PG,Si
2020-06-18,1.0057995735607677,PG,Si
2020-06-19,1.0173134328358209,PG,Si
2020-06-22,1.0142430703624734,PG,Si
2020-06-23,1.004264392324094,PG,Si
2020-06-24,1.0040938166311302,PG,Si
2020-06-25,0.9929211087420042,PG,Si
2020-06-26,1.0054584221748402,PG,Si
2020-06-29,0.982771855010661,PG,Si
2020-06-30,1.0034968017057568,PG,Si
2020-07-01,1.0197867803837952,PG,Si
2020-07-02,1.0232835820895523,PG,Si
2020-07-06,1.0309594882729212,PG,Si
2020-07-07,1.0373560767590617,PG,Si
2020-07-08,1.0423880597014925,PG,Si
2020-07-09,1.0481023454157783,PG,Si
2020-07-10,1.0446055437100215,PG,Si
2020-07-13,1.056631130063966,PG,Si
2020-07-14,1.057995735607676,PG,Si
2020-07-15,1.066865671641791,PG,Si
2020-07-16,1.0618336886993602,PG,Si
2020-07-17,1.0640511727078892,PG,Si
2020-07-20,1.0714712153518122,PG,Si
2020-07-21,1.0681449893390191,PG,Si
2020-07-22,1.0666950959488273,PG,Si
2020-07-23,1.0691202504523667,PG,Si
2020-07-24,1.0759914712153518,PG,Si
2020-07-27,1.0742857142857143,PG,Si
2020-07-28,1.0773560767590618,PG,Si
2020-07-29,1.0906609808102345,PG,Si
2020-07-30,1.0943283582089554,PG,Si
2020-07-31,1.1208528784648186,PG,Si
2020-08-03,1.1182942430703624,PG,Si
2020-08-04,1.1197441364605543,PG,Si
2020-08-05,1.1410660980810234,PG,Si
2020-08-06,1.1380810234541578,PG,Si
2020-08-07,1.1318550106609808,PG,Si
2020-08-10,1.1390191897654585,PG,Si
2020-08-11,1.1437100213219615,PG,Si
2020-08-12,1.1362899786780383,PG,Si
2020-08-13,1.1553091684434968,PG,Si
2020-08-14,1.1580383795309168,PG,Si
2020-08-17,1.1522388059701492,PG,Si
2020-08-18,1.1556503198294243,PG,Si
2020-08-19,1.1642643923240938,PG,Si
2020-08-20,1.1579530916844352,PG,Si
2020-08-21,1.1671641791044776,PG,Si
2020-08-24,1.1721961620469084,PG,Si
2020-08-25,1.181321961620469,PG,Si
2020-08-26,1.1860127931769724,PG,Si
2020-08-27,1.1802985074626864,PG,Si
2020-08-28,1.1787633262260129,PG,Si
2020-08-31,1.183539445628998,PG,Si
2020-09-01,1.1797867803837954,PG,Si
2020-09-02,1.1785074626865673,PG,Si
2020-09-03,1.1983795309168443,PG,Si
2020-09-04,1.179189765458422,PG,Si
2020-09-08,1.176631130063966,PG,Si
2020-09-09,1.1594029850746268,PG,Si
2020-09-10,1.1782515991471216,PG,Si
2020-09-11,1.1658848614072495,PG,Si
2020-09-14,1.1781663113006395,PG,Si
2020-09-15,1.1823454157782516,PG,Si
2020-09-16,1.1823454157782516,PG,Si
2020-09-17,1.174413646055437,PG,Si
2020-09-18,1.1728784648187633,PG,Si
2020-09-21,1.1715991471215352,PG,Si
2020-09-22,1.1659701492537313,PG,Si
2020-09-23,1.176631130063966,PG,Si
2020-09-24,1.1625586353944564,PG,Si
2020-09-25,1.1677611940298507,PG,Si
2020-09-28,1.173731343283582,PG,Si
2020-09-29,1.1770575692963752,PG,Si
2020-09-30,1.1706609808102344,PG,Si
2020-10-01,1.1854157782515993,PG,Si
2020-10-02,1.1875479744136461,PG,Si
2020-10-05,1.177995735607676,PG,Si
2020-10-06,1.188827292110874,PG,Si
2020-10-07,1.1907036247334757,PG,Si
2020-10-08,1.2,PG,Si
2020-10-09,1.2081023454157782,PG,Si
2020-10-12,1.2189339019189764,PG,Si
2020-10-13,1.232324093816631,PG,Si
2020-10-14,1.2299360341151386,PG,Si
2020-10-15,1.2284861407249466,PG,Si
2020-10-16,1.2266950959488274,PG,Si
2020-10-19,1.2092963752665244,PG,Si
2020-10-20,1.2159488272921108,PG,Si
2020-10-21,1.215181236673774,PG,Si
2020-10-22,1.2217484008528785,PG,Si
2020-10-23,1.2063965884861407,PG,Si
2020-10-26,1.2143283582089552,PG,Si
2020-10-27,1.2051172707889126,PG,Si
2020-10-28,1.2141577825159915,PG,Si
2020-10-29,1.1715991471215352,PG,Si
2020-10-30,1.1733049040511727,PG,Si
2020-11-02,1.1692963752665244,PG,Si
2020-11-03,1.1812366737739872,PG,Si
2020-11-04,1.2044349680170576,PG,Si
2020-11-05,1.1994882729211087,PG,Si
2020-11-06,1.2143283582089552,PG,Si
2020-11-09,1.2215778251599145,PG,Si
2020-11-10,1.1768869936034116,PG,Si
2020-11-11,1.1962473347547973,PG,Si
2020-11-12,1.211684434968017,PG,Si
2020-11-13,1.2123667377398721,PG,Si
2020-11-16,1.2305330490405118,PG,Si
2020-11-17,1.2147547974413646,PG,Si
2020-11-18,1.2100639658848613,PG,Si
2020-11-19,1.1914712153518123,PG,Si
2020-11-20,1.1900213219616205,PG,Si
2020-11-23,1.1880597014925374,PG,Si
2020-11-24,1.183454157782516,PG,Si
2020-11-25,1.1796162046908316,PG,Si
2020-11-27,1.182771855010661,PG,Si
2020-11-30,1.182174840085288,PG,Si
2020-12-01,1.1843923240938166,PG,Si
2020-12-02,1.1886567164179105,PG,Si
2020-12-03,1.180042643923241,PG,Si
2020-12-04,1.1713432835820896,PG,Si
2020-12-07,1.172452025586354,PG,Si
2020-12-08,1.1742430703624733,PG,Si
2020-12-09,1.177398720682303,PG,Si
2020-12-10,1.163411513859275,PG,Si
2020-12-11,1.155735607675906,PG,Si
2020-12-14,1.1642643923240938,PG,Si
2020-12-15,1.15863539445629,PG,Si
2020-12-16,1.16545842217484,PG,Si
2020-12-17,1.1707462686567165,PG,Si
2020-12-18,1.1791044776119404,PG,Si
2020-12-21,1.1858422174840084,PG,Si
2020-12-22,1.1728784648187633,PG,Si
2020-12-23,1.1646055437100213,PG,Si
2020-12-24,1.162814498933902,PG,Si
2020-12-28,1.1745842217484008,PG,Si
2020-12-29,1.182771855010661,PG,Si
2020-12-30,1.180554371002132,PG,Si
2020-12-31,1.1750106609808104,PG,Si
2021-01-04,1.1866950959488272,PG,Si
2021-01-05,1.1754371002132196,PG,Si
2021-01-06,1.1829424307036247,PG,Si
2021-01-07,1.1953944562899788,PG,Si
2021-01-08,1.1842217484008528,PG,Si
2021-01-11,1.1837100213219616,PG,Si
2021-01-12,1.1756929637526652,PG,Si
2021-01-13,1.1688699360341153,PG,Si
2021-01-14,1.1706609808102344,PG,Si
2021-01-15,1.1582089552238808,PG,Si
2021-01-19,1.1495095948827292,PG,Si
2021-01-20,1.1394456289978678,PG,Si
2021-01-21,1.1184522328547548,PG,Si
2021-01-22,1.1173560767590618,PG,Si
2021-01-25,1.1087420042643923,PG,Si
2021-01-26,1.1278464818763327,PG,Si
2021-01-27,1.135095948827292,PG,Si
2021-01-28,1.0949253731343283,PG,Si
2021-01-29,1.11181236673774,PG,Si
2021-02-01,1.0934754797441366,PG,Si
2021-02-02,1.099957356076759,PG,Si
2021-02-03,1.0984221748400853,PG,Si
2021-02-04,1.0997867803837953,PG,Si
2021-02-05,1.1004690831556503,PG,Si
2021-02-08,1.1050746268656715,PG,Si
2021-02-09,1.1016631130063965,PG,Si
2021-02-10,1.0973987206823026,PG,Si
2021-02-11,1.0935607675906183,PG,Si
2021-02-12,1.094498933901919,PG,Si
2021-02-16,1.0884434968017058,PG,Si
2021-02-17,1.091002132196162,PG,Si
2021-02-18,1.0956076759061835,PG,Si
2021-02-19,1.1047334754797442,PG,Si
2021-02-22,1.084179104477612,PG,Si
2021-02-23,1.0795735607675907,PG,Si
2021-02-24,1.0875906183368869,PG,Si
2021-02-25,1.0887846481876333,PG,Si
2021-02-26,1.0795735607675907,PG,Si
2021-03-01,1.0535607675906185,PG,Si
2021-03-02,1.060042643923241,PG,Si
2021-03-03,1.0567164179104478,PG,Si
2021-03-04,1.050405117270789,PG,Si
2021-03-05,1.0417910447761194,PG,Si
2021-03-08,1.074456289978678,PG,Si
2021-03-09,1.0857995735607675,PG,Si
2021-03-10,1.0761620469083155,PG,Si
2021-03-11,1.081734186211798,PG,Si
2021-03-12,1.0873063255152806,PG,Si
2021-03-15,1.0928784648187633,PG,Si
2021-03-16,1.0964605543710022,PG,Si
2021-03-17,1.0997014925373134,PG,Si
2021-03-18,1.0952665245202557,PG,Si
2021-03-19,1.0976545842217482,PG,Si
2021-03-22,1.091769722814499,PG,Si
2021-03-23,1.1102771855010662,PG,Si
2021-03-24,1.1309168443496802,PG,Si
2021-03-25,1.1305756929637527,PG,Si
2021-03-26,1.1384221748400851,PG,Si
2021-03-29,1.1552238805970148,PG,Si
2021-03-30,1.1552238805970148,PG,Si
2021-03-31,1.1552238805970148,PG,Si
2021-04-01,1.1550533049040512,PG,Si
2021-04-05,1.1452452025586355,PG,Si
2021-04-06,1.1637526652452024,PG,Si
2021-04-07,1.164179104477612,PG,Si
2021-04-08,1.166226012793177,PG,Si
2021-04-09,1.1706609808102344,PG,Si
2021-04-12,1.1630703624733476,PG,Si
2021-04-13,1.1677611940298507,PG,Si
2021-04-14,1.1523240938166313,PG,Si
2021-04-15,1.156503198294243,PG,Si
2021-04-16,1.1704904051172709,PG,Si
2021-04-19,1.1705756929637527,PG,Si
2021-04-20,1.1651172707889128,PG,Si
2021-04-21,1.1748400852878464,PG,Si
2021-04-22,1.1671641791044776,PG,Si
2021-04-23,1.148230277185501,PG,Si
2021-04-26,1.1423454157782515,PG,Si
2021-04-27,1.1194882729211086,PG,Si
2021-04-28,1.1188059701492539,PG,Si
2021-04-29,1.120682302771855,PG,Si
2021-04-30,1.1301492537313431,PG,Si
2021-05-03,1.1379104477611939,PG,Si
2021-05-04,1.1513859275053304,PG,Si
2021-05-05,1.1474626865671642,PG,Si
2021-05-06,1.1382515991471216,PG,Si
2021-05-07,1.1525799573560767,PG,Si
2021-05-10,1.1526652452025588,PG,Si
2021-05-11,1.1741577825159915,PG,Si
2021-05-12,1.168358208955224,PG,Si
2021-05-13,1.1559914712153518,PG,Si
2021-05-14,1.1745842217484008,PG,Si
2021-05-17,1.1770575692963752,PG,Si
2021-05-18,1.1746695095948827,PG,Si
2021-05-19,1.162643923240938,PG,Si
2021-05-20,1.1650319829424307,PG,Si
2021-05-21,1.1769722814498933,PG,Si
2021-05-24,1.1769722814498933,PG,Si
2021-05-25,1.176631130063966,PG,Si
2021-05-26,1.180639658848614,PG,Si
2021-05-27,1.177995735607676,PG,Si
2021-05-28,1.1512153518123667,PG,Si
2021-06-01,1.1501066098081023,PG,Si
2021-06-02,1.1333049040511727,PG,Si
2021-06-03,1.1382515991471216,PG,Si
2021-06-04,1.15863539445629,PG,Si
2021-06-07,1.1594882729211087,PG,Si
2021-06-08,1.1634968017057568,PG,Si
2021-06-09,1.1500213219616204,PG,Si
2021-06-10,1.149594882729211,PG,Si
2021-06-11,1.1581236673773987,PG,Si
2021-06-14,1.1501918976545844,PG,Si
2021-06-15,1.1506183368869936,PG,Si
2021-06-16,1.1484008528784648,PG,Si
2021-06-17,1.132452025586354,PG,Si
2021-06-18,1.1427718550106611,PG,Si
2021-06-21,1.1260554371002132,PG,Si
2021-06-22,1.1349253731343283,PG,Si
2021-06-23,1.1353518123667379,PG,Si
2021-06-24,1.133731343283582,PG,Si
2021-06-25,1.1344989339019191,PG,Si
2021-06-28,1.1507036247334754,PG,Si
2021-06-29,1.1541151385927504,PG,Si
2021-06-30,1.146268656716418,PG,Si
2020-06-02,1.0,MSFT,Si
2020-06-03,1.0069189957884375,MSFT,Si
2020-06-04,1.0138379915768747,MSFT,Si
2020-06-05,1.0004922605699282,MSFT,Si
2020-06-08,1.0239019854509652,MSFT,Si
2020-06-09,1.030246677241153,MSFT,Si
2020-06-10,1.0293988951484987,MSFT,Si
2020-06-11,1.0285511130558442,MSFT,Si
2020-06-12,1.0277033309631898,MSFT,Si
2020-06-15,1.0268555488705355,MSFT,Si
2020-06-16,1.0334190231362468,MSFT,Si
2020-06-17,1.0587430946781162,MSFT,Si
2020-06-18,1.0624077011431383,MSFT,Si
2020-06-19,1.0737843898703712,MSFT,Si
2020-06-22,1.0673850024613027,MSFT,Si
2020-06-23,1.0970300278947656,MSFT,Si
2020-06-24,1.1043592408248097,MSFT,Si
2020-06-25,1.0820981239402723,MSFT,Si
2020-06-26,1.0957720286605042,MSFT,Si
2020-06-29,1.0738390854892523,MSFT,Si
2020-06-30,1.085379861073128,MSFT,Si
2020-07-01,1.1131105398457581,MSFT,Si
2020-07-02,1.1196193184925887,MSFT,Si
2020-07-06,1.1281518350380133,MSFT,Si
2020-07-07,1.152436689821145,MSFT,Si
2020-07-08,1.139036263195318,MSFT,Si
2020-07-09,1.1640868566427829,MSFT,Si
2020-07-10,1.172236503856041,MSFT,Si
2020-07-13,1.1686812886287807,MSFT,Si
2020-07-14,1.1325821801673686,MSFT,Si
2020-07-15,1.1395832193841273,MSFT,Si
2020-07-16,1.1378876551988184,MSFT,Si
2020-07-17,1.1153530602198762,MSFT,Si
2020-07-20,1.1096647158562598,MSFT,Si
2020-07-21,1.1573592955204286,MSFT,Si
2020-07-22,1.1417710441393643,MSFT,Si
2020-07-23,1.1581797298036427,MSFT,Si
2020-07-24,1.1078050648143083,MSFT,Si
2020-07-27,1.1010228080730733,MSFT,Si
2020-07-28,1.1149701908877099,MSFT,Si
2020-07-29,1.1049608926325,MSFT,Si
2020-07-30,1.1161187988842094,MSFT,Si
2020-07-31,1.1152436689821146,MSFT,Si
2020-08-03,1.1213148826778974,MSFT,Si
2020-08-04,1.184378931247607,MSFT,Si
2020-08-05,1.1666028551113055,MSFT,Si
2020-08-06,1.164688508450473,MSFT,Si
2020-08-07,1.1833397144888693,MSFT,Si
2020-08-10,1.1621725099819502,MSFT,Si
2020-08-11,1.139036263195318,MSFT,Si
2020-08-12,1.1123994968003061,MSFT,Si
2020-08-13,1.1441776513701252,MSFT,Si
2020-08-14,1.1414975660449596,MSFT,Si
2020-08-17,1.1425914784225784,MSFT,Si
2020-08-18,1.1501394738281463,MSFT,Si
2020-08-19,1.1539511816115517,MSFT,Si
2020-08-20,1.1469671279330524,MSFT,Si
2020-08-21,1.1736585899469452,MSFT,Si
2020-08-24,1.1651260734015205,MSFT,Si
2020-08-25,1.1687906798665426,MSFT,Si
2020-08-26,1.1839960619154404,MSFT,Si
2020-08-27,1.2095936115517147,MSFT,Si
2020-08-28,1.2392933326040585,MSFT,Si
2020-08-31,1.2520374118033144,MSFT,Si
2020-09-01,1.233550292621561,MSFT,Si
2020-09-02,1.2430673303068425,MSFT,Si
2020-09-03,1.2670240113766886,MSFT,Si
2020-09-04,1.1885357982825575,MSFT,Si
2020-09-08,1.1718536345238746,MSFT,Si
2020-09-09,1.1084614122408794,MSFT,Si
2020-09-10,1.15566373133512,MSFT,Si
2020-09-11,1.1232839249576108,MSFT,Si
2020-09-14,1.1159547120275666,MSFT,Si
2020-09-15,1.1235027074331345,MSFT,Si
2020-09-16,1.141935130996007,MSFT,Si
2020-09-17,1.1215336651534211,MSFT,Si
2020-09-18,1.1098288027129026,MSFT,Si
2020-09-21,1.0960455067549089,MSFT,Si
2020-09-22,1.1078050648143083,MSFT,Si
2020-09-23,1.134496526828201,MSFT,Si
2020-09-24,1.0971394191325274,MSFT,Si
2020-09-25,1.1113602800415685,MSFT,Si
2020-09-28,1.136684351583438,MSFT,Si
2020-09-29,1.1455450418421484,MSFT,Si
2020-09-30,1.1336213969261062,MSFT,Si
2020-10-01,1.150412951922551,MSFT,Si
2020-10-02,1.1620631187441886,MSFT,Si
2020-10-05,1.127768965705847,MSFT,Si
2020-10-06,1.1506864300169555,MSFT,Si
2020-10-07,1.1262374883771809,MSFT,Si
2020-10-08,1.1476781709785047,MSFT,Si
2020-10-09,1.1517803423945743,MSFT,Si
2020-10-12,1.1803861510692992,MSFT,Si
2020-10-13,1.2109610020237378,MSFT,Si
2020-10-14,1.2189465623803533,MSFT,Si
2020-10-15,1.2080074386041677,MSFT,Si
2020-10-16,1.2014439643384565,MSFT,Si
2020-10-19,1.1720724169993981,MSFT,Si
2020-10-20,1.1731936771864573,MSFT,Si
2020-10-21,1.1740414592791117,MSFT,Si
2020-10-22,1.1748618935623256,MSFT,Si
2020-10-23,1.1753541541322539,MSFT,Si
2020-10-26,1.1826833670622983,MSFT,Si
2020-10-27,1.1663020292074604,MSFT,Si
2020-10-28,1.1064650221517256,MSFT,Si
2020-10-29,1.1085708034786412,MSFT,Si
2020-10-30,1.1197287097303505,MSFT,Si
2020-11-02,1.1074221954821417,MSFT,Si
2020-11-03,1.1066564568178088,MSFT,Si
2020-11-04,1.1290816605589893,MSFT,Si
2020-11-05,1.183558496964393,MSFT,Si
2020-11-06,1.221298473992233,MSFT,Si
2020-11-09,1.223650385604113,MSFT,Si
2020-11-10,1.1944976207405784,MSFT,Si
2020-11-11,1.154132254006454,MSFT,Si
2020-11-12,1.184433626866488,MSFT,Si
2020-11-13,1.178362413170705,MSFT,Si
2020-11-16,1.1842148443909641,MSFT,Si
2020-11-17,1.188152928950391,MSFT,Si
2020-11-18,1.1698984754829076,MSFT,Si
2020-11-19,1.1545151233386206,MSFT,Si
2020-11-20,1.1618443362686648,MSFT,Si
2020-11-23,1.1507411256358364,MSFT,Si
2020-11-24,1.1492096483071705,MSFT,Si
2020-11-25,1.1697205053875184,MSFT,Si
2020-11-27,1.1697752010063993,MSFT,Si
2020-11-30,1.1772138051742054,MSFT,Si
2020-12-01,1.170869113384018,MSFT,Si
2020-12-02,1.1825739758245364,MSFT,Si
2020-12-03,1.1779795438385385,MSFT,Si
2020-12-04,1.1717989389049936,MSFT,Si
2020-12-07,1.172455286331565,MSFT,Si
2020-12-08,1.1720724169993981,MSFT,Si
2020-12-09,1.1814800634469178,MSFT,Si
2020-12-10,1.1584532078980474,MSFT,Si
2020-12-11,1.1514521686812886,MSFT,Si
2020-12-14,1.1664387682546626,MSFT,Si
2020-12-15,1.1715801564294699,MSFT,Si
2020-12-16,1.1711972870973033,MSFT,Si
2020-12-17,1.1993655308209812,MSFT,Si
2020-12-18,1.2001312694853141,MSFT,Si
2020-12-21,1.1955915331181972,MSFT,Si
2020-12-22,1.2174697806705683,MSFT,Si
2020-12-23,1.2248536892194934,MSFT,Si
2020-12-24,1.2088825685062625,MSFT,Si
2020-12-28,1.2183449105726631,MSFT,Si
2020-12-29,1.230432642345348,MSFT,Si
2020-12-30,1.226002297215993,MSFT,Si
2020-12-31,1.212492479352404,MSFT,Si
2021-01-04,1.2165399551495923,MSFT,Si
2021-01-05,1.1906689274189137,MSFT,Si
2021-01-06,1.1918175354154132,MSFT,Si
2021-01-07,1.160914510747689,MSFT,Si
2021-01-08,1.1939506645517692,MSFT,Si
2021-01-11,1.2012251818629327,MSFT,Si
2021-01-12,1.1895750150412951,MSFT,Si
2021-01-13,1.1755729366077776,MSFT,Si
2021-01-14,1.1832850188699884,MSFT,Si
2021-01-15,1.1651260734015205,MSFT,Si
2021-01-19,1.1631023355029262,MSFT,Si
2021-01-20,1.1838319750587978,MSFT,Si
2021-01-21,1.2270415139747306,MSFT,Si
2021-01-22,1.230487337964229,MSFT,Si
2021-01-25,1.2358475086145597,MSFT,Si
2021-01-26,1.255428540173932,MSFT,Si
2021-01-27,1.2707433134605919,MSFT,Si
2021-01-28,1.2738609637368046,MSFT,Si
2021-01-29,1.306842421922004,MSFT,Si
2021-02-01,1.2687195755619975,MSFT,Si
2021-02-02,1.3107805064814309,MSFT,Si
2021-02-03,1.3100147678170977,MSFT,Si
2021-02-04,1.3291035388065415,MSFT,Si
2021-02-05,1.3236886725373296,MSFT,Si
2021-02-08,1.3247278892960672,MSFT,Si
2021-02-09,1.3262046710058524,MSFT,Si
2021-02-10,1.333315101460373,MSFT,Si
2021-02-11,1.3281190176666848,MSFT,Si
2021-02-12,1.3372531860197998,MSFT,Si
2021-02-16,1.3399879669638461,MSFT,Si
2021-02-17,1.3298825424322047,MSFT,Si
2021-02-18,1.3356670130722528,MSFT,Si
2021-02-19,1.3334244926981347,MSFT,Si
2021-02-22,1.3180003281737132,MSFT,Si
2021-02-23,1.282666958376634,MSFT,Si
2021-02-24,1.275884701635399,MSFT,Si
2021-02-25,1.2828857408521577,MSFT,Si
2021-02-26,1.252474976754362,MSFT,Si
2021-03-01,1.2710167915549964,MSFT,Si
2021-03-02,1.2959579937646994,MSFT,Si
2021-03-03,1.2791664387682546,MSFT,Si
2021-03-04,1.2446535032543893,MSFT,Si
2021-03-05,1.2401137668872722,MSFT,Si
2021-03-08,1.266750533282284,MSFT,Si
2021-03-09,1.2437236777334133,MSFT,Si
2021-03-10,1.2786741781983262,MSFT,Si
2021-03-11,1.282265857171507,MSFT,Si
2021-03-12,1.285857536144688,MSFT,Si
2021-03-15,1.289449215117869,MSFT,Si
2021-03-16,1.284307826943062,MSFT,Si
2021-03-17,1.300169556418531,MSFT,Si
2021-03-18,1.2965049499535086,MSFT,Si
2021-03-19,1.2619373188207623,MSFT,Si
2021-03-22,1.259913580922168,MSFT,Si
2021-03-23,1.2907619099710113,MSFT,Si
2021-03-24,1.2994585133730787,MSFT,Si
2021-03-25,1.287863042170322,MSFT,Si
2021-03-26,1.2707980090794726,MSFT,Si
2021-03-29,1.2934419952961766,MSFT,Si
2021-03-30,1.2921475323159946,MSFT,Si
2021-03-31,1.2908530693358127,MSFT,Si
2021-04-01,1.2895586063556308,MSFT,Si
2021-04-05,1.325548323579281,MSFT,Si
2021-04-06,1.3623037794672646,MSFT,Si
2021-04-07,1.3556856095826724,MSFT,Si
2021-04-08,1.3668435158343817,MSFT,Si
2021-04-09,1.3851665481594924,MSFT,Si
2021-04-12,1.3993874090685334,MSFT,Si
2021-04-13,1.399715582781819,MSFT,Si
2021-04-14,1.4138270524530985,MSFT,Si
2021-04-15,1.3979653229776294,MSFT,Si
2021-04-16,1.419351309960072,MSFT,Si
2021-04-19,1.426133566701307,MSFT,Si
2021-04-20,1.4151944429251218,MSFT,Si
2021-04-21,1.412569053218837,MSFT,Si
2021-04-22,1.4252584367992123,MSFT,Si
2021-04-23,1.406607230760816,MSFT,Si
2021-04-26,1.428376087075425,MSFT,Si
2021-04-27,1.4305639118306623,MSFT,Si
2021-04-28,1.4328611278236614,MSFT,Si
2021-04-29,1.392331674232894,MSFT,Si
2021-04-30,1.3811190723623037,MSFT,Si
2021-05-03,1.3793141169392331,MSFT,Si
2021-05-04,1.3775638571350435,MSFT,Si
2021-05-05,1.3553027402505058,MSFT,Si
2021-05-06,1.3480829185582235,MSFT,Si
2021-05-07,1.3659136903134057,MSFT,Si
2021-05-10,1.380845594267899,MSFT,Si
2021-05-11,1.3519663074987693,MSFT,Si
2021-05-12,1.3467702237050811,MSFT,Si
2021-05-13,1.3072252912541704,MSFT,Si
2021-05-14,1.3292676256631843,MSFT,Si
2021-05-17,1.3572717825302192,MSFT,Si
2021-05-18,1.3410271837225838,MSFT,Si
2021-05-19,1.329541103757589,MSFT,Si
2021-05-20,1.3297598862331126,MSFT,Si
2021-05-21,1.3481376141771042,MSFT,Si
2021-05-24,1.3409724881037028,MSFT,Si
2021-05-25,1.3716567302959033,MSFT,Si
2021-05-26,1.3767981184707103,MSFT,Si
2021-05-27,1.3755401192364491,MSFT,Si
2021-05-28,1.363616474320407,MSFT,Si
2021-06-01,1.3656402122190012,MSFT,Si
2021-06-02,1.3531696111141498,MSFT,Si
2021-06-03,1.3526226549253404,MSFT,Si
2021-06-04,1.343926051523273,MSFT,Si
2021-06-07,1.371711425914784,MSFT,Si
2021-06-08,1.3882295028168243,MSFT,Si
2021-06-09,1.381447246075589,MSFT,Si
2021-06-10,1.3870261992014439,MSFT,Si
2021-06-11,1.4069901000929825,MSFT,Si
2021-06-14,1.4105453153202427,MSFT,Si
2021-06-15,1.4214844390964283,MSFT,Si
2021-06-16,1.4131160094076465,MSFT,Si
2021-06-17,1.4077558387573155,MSFT,Si
2021-06-18,1.427008696603402,MSFT,Si
2021-06-21,1.4189684406279057,MSFT,Si
2021-06-22,1.4364710386698025,MSFT,Si
2021-06-23,1.4522233769075095,MSFT,Si
2021-06-24,1.4509380298638077,MSFT,Si
2021-06-25,1.458677459935459,MSFT,Si
2021-06-28,1.449543291582344,MSFT,Si
2021-06-29,1.4697806705682874,MSFT,Si
2021-06-30,1.4844390964283758,MSFT,Si
2020-06-02,1.0,NKE,Si
2020-06-03,1.0338528740196564,NKE,Si
2020-06-04,1.0335550481485158,NKE,Si
2020-06-05,1.0054601409709123,NKE,Si
2020-06-08,1.0196565074952844,NKE,Si
2020-06-09,1.03534200337536,NKE,Si
2020-06-10,1.0142956418147522,NKE,Si
2020-06-11,0.9446043879678349,NKE,Si
2020-06-12,0.9577087262980244,NKE,Si
2020-06-15,0.9573116251365036,NKE,Si
2020-06-16,0.9713094410801152,NKE,Si
2020-06-17,0.9832224759257421,NKE,Si
2020-06-18,0.9849101558622058,NKE,Si
2020-06-19,0.9773652337933089,NKE,Si
2020-06-22,0.9508587312617889,NKE,Si
2020-06-23,0.9878884145736126,NKE,Si
2020-06-24,1.0118137595552468,NKE,Si
2020-06-25,0.9935471061252854,NKE,Si
2020-06-26,1.006651444455475,NKE,Si
2020-06-29,0.9299116449915615,NKE,Si
2020-06-30,0.951752208875211,NKE,Si
2020-07-01,0.9733942221780998,NKE,Si
2020-07-02,0.9669413283033853,NKE,Si
2020-07-06,0.9771666832125484,NKE,Si
2020-07-07,0.9922565273503425,NKE,Si
2020-07-08,0.9636652437208377,NKE,Si
2020-07-09,0.9812369701181376,NKE,Si
2020-07-10,0.962871041397796,NKE,Si
2020-07-13,0.9727985704358184,NKE,Si
2020-07-14,0.957609451007644,NKE,Si
2020-07-15,0.9605877097190509,NKE,Si
2020-07-16,0.9782587114067309,NKE,Si
2020-07-17,0.9655514742380622,NKE,Si
2020-07-20,0.9558224957808001,NKE,Si
2020-07-21,0.949568152486846,NKE,Si
2020-07-22,0.9764717561798868,NKE,Si
2020-07-23,0.9819318971507991,NKE,Si
2020-07-24,0.9758761044376054,NKE,Si
2020-07-27,0.9771666832125484,NKE,Si
2020-07-28,0.9650550977861609,NKE,Si
2020-07-29,0.9557232204904199,NKE,Si
2020-07-30,0.9626724908170355,NKE,Si
2020-07-31,0.9611833614613322,NKE,Si
2020-08-03,0.9690261094013699,NKE,Si
2020-08-04,0.9761739303087461,NKE,Si
2020-08-05,0.9662464012707237,NKE,Si
2020-08-06,1.0020847810979847,NKE,Si
2020-08-07,0.9972202918693537,NKE,Si
2020-08-10,1.0112181078129654,NKE,Si
2020-08-11,1.046460835897945,NKE,Si
2020-08-12,1.0435818524769185,NKE,Si
2020-08-13,1.0445746053807208,NKE,Si
2020-08-14,1.0574803931301497,NKE,Si
2020-08-17,1.056586915516728,NKE,Si
2020-08-18,1.0489427181574504,NKE,Si
2020-08-19,1.06194778119726,NKE,Si
2020-08-20,1.076044872431252,NKE,Si
2020-08-21,1.0722724113968034,NKE,Si
2020-08-24,1.0895463119229623,NKE,Si
2020-08-25,1.110195572322049,NKE,Si
2020-08-26,1.1070187630298818,NKE,Si
2020-08-27,1.1072173136106422,NKE,Si
2020-08-28,1.0979717083816143,NKE,Si
2020-08-31,1.1147622356795395,NKE,Si
2020-09-01,1.1107912240643303,NKE,Si
2020-09-02,1.1400774347264966,NKE,Si
2020-09-03,1.1595353916410205,NKE,Si
2020-09-04,1.1203216519408319,NKE,Si
